Chr	Start	End	Cytoband	Gene	RefSeqName
19	28926295.0	29218601.0	q12	LOC100420587	NR_110759
19	42432971.0	42434288.0	q13.2	LOC100505585	NR_135626
19	42636780.0	42641251.0	q13.2	LOC100505622	NR_038332
19	44395955.0	44405955.0	q13.31	LOC100505715	NR_038334
19	38314362.0	38345836.0	q13.13	LOC100631378	NR_040015
19	49521504.0	49522741.0	q13.33	LOC101059948	NR_073552
19	28284338.0	28515876.0	q11	LOC101927151	NR_146733
19	36505400.0	36542019.0	q13.12	LOC101927572	NM_001347907
19	44501047.0	44507022.0	q13.31	LOC101928063	NR_110727
19	49871961.0	49891338.0	q13.33	LOC101928295	NR_110729
19	51656179.0	51685222.0	q13.41	LOC101928517	NR_110732
19	55280873.0	55282516.0	q13.42	LOC101928804	NR_110737
19	42901279.0	42912604.0	q13.2	LOC101930071	NR_126041
19	29097594.0	29106136.0	q12	LOC102724908	NR_135636
19	29459374.0	29461579.0	q12	LOC102724958	NR_110760
19	36438016.0	36454972.0	q13.12	LOC105372383	NR_136525
19	39086986.0	39092334.0	q13.2	LOC105372397	NR_134907
19	51279402.0	51289467.0	q13.33	LOC105372440	NR_134883
19	51333785.0	51354399.0	q13.33	LOC105372441	NR_131203
19	58826315.0	58838614.0	q13.43	LOC105372480	NR_144444
19	58873991.0	58877945.0	q13.43	LOC105372483	NR_136527
19	49205706.0	49207105.0	q13.33	LOC105447645	NR_131188
19	43715942.0	43752798.0	q13.31	LOC284344	NR_033888
19	54102884.0	54106751.0	q13.42	LOC284379	NR_002938
19	29777917.0	30016659.0	q12	LOC284395	NR_040029
19	37756840.0	37759912.0	q13.12	LOC284412	NR_029390
19	32880955.0	32896445.0	q13.11	LOC400684	NR_046201
19	46560935.0	46580887.0	q13.32	LOC400706	NR_125344
19	50553845.0	50578840.0	q13.33	LOC400710	NR_138096
19	36912075.0	36913799.0	q13.12	LOC644189	NR_033748
19	38308050.0	38317278.0	q13.13	LOC644554	NR_040013
19	37264019.0	37267980.0	q13.12	LOC728485	NM_001294306
19	36980528.0	36981942.0	q13.12	LOC728752	NR_036504
19	46713498.0	46718094.0	q13.32	LOC93429	NR_027003
19	39797456.0	39805976.0	q13.2	LRFN1	NM_020862
19	36428021.0	36436097.0	q13.12	LRFN3	NM_024509
19	33685598.0	33699773.0	q13.11	LRP3	NM_002333
19	51020149.0	51071302.0	q13.33	LRRC4B	NM_001080457
19	34663351.0	34720420.0	q13.11	LSM14A	NM_001114093
19	35739558.0	35758867.0	q13.12	LSR	NM_205835
19	41099071.0	41135725.0	q13.2	LTBP4	NM_003573
19	43964945.0	43969831.0	q13.31	LYPD3	NM_014400
19	42341147.0	42348736.0	q13.2	LYPD4	NM_173506
19	44300078.0	44324808.0	q13.31	LYPD5	NM_182573
19	35782988.0	35804709.0	q13.12	MAG	NM_001199216
19	49216254.0	49222976.0	q13.33	MAMSTR	NM_001130915
19	40697650.0	40721482.0	q13.2	MAP3K10	NM_002446
19	39078279.0	39108675.0	q13.2	MAP4K1	NM_001042600
19	45754515.0	45808541.0	q13.32	MARK4	NM_001199867
19	54677105.0	54693733.0	q13.42	MBOAT7	NM_001146083
19	50321535.0	50340237.0	q13.33	MED25	NM_030973
19	39881942.0	39891277.0	q13.2	MED29	NR_133915
19	42829760.0	42882921.0	q13.2	MEGF8	NM_001410
19	47906374.0	47925490.0	q13.32	MEIS3	NM_001346148
19	41281081.0	41283398.0	q13.2	MIA	NM_001202553
19	41281441.0	41302849.0	q13.2	MIA-RAB4B	NR_037775
19	57352269.0	57359924.0	q13.43	MIMT1	NR_024059
19	52196506.0	52196592.0	q13.41	MIR125A	NR_029693
19	54191734.0	54191821.0	q13.42	MIR1283-1	NR_031573
19	54261485.0	54261572.0	q13.42	MIR1283-2	NR_031696
19	54175221.0	54175294.0	q13.42	MIR1323	NR_031568
19	50004041.0	50004125.0	q13.33	MIR150	NR_029703
19	47730198.0	47730278.0	q13.32	MIR3190	NR_036158
19	47730200.0	47730276.0	q13.32	MIR3191	NR_036159
19	47212549.0	47212602.0	q13.32	MIR320E	NR_036157
19	46142251.0	46142345.0	q13.32	MIR330	NR_029886
19	54290928.0	54290995.0	q13.42	MIR371A	NR_029864
19	54290930.0	54290996.0	q13.42	MIR371B	NR_039909
19	54291143.0	54291210.0	q13.42	MIR372	NR_029865
19	54291958.0	54292027.0	q13.42	MIR373	NR_029866
19	42637596.0	42637665.0	q13.2	MIR4323	NR_036208
19	49812053.0	49812125.0	q13.33	MIR4324	NR_036209
19	39900262.0	39900318.0	q13.2	MIR4530	NR_039755
19	45156955.0	45157002.0	q13.31	MIR4531	NR_039756
19	50357847.0	50357908.0	q13.33	MIR4749	NR_039904
19	50391431.0	50391487.0	q13.33	MIR4750	NR_039905
19	50436320.0	50436394.0	q13.33	MIR4751	NR_039906
19	54785963.0	54786035.0	q13.42	MIR4752	NR_039907
19	54177450.0	54177574.0	q13.42	MIR498	NR_030182
19	50185373.0	50185452.0	q13.33	MIR5088	NR_049811
19	54169932.0	54170016.0	q13.42	MIR512-1	NR_030180
19	54169926.0	54170024.0	q13.42	MIR512-2	NR_030181
19	54182256.0	54182339.0	q13.42	MIR515-1	NR_030184
19	54182256.0	54182339.0	q13.42	MIR515-2	NR_030187
19	54259994.0	54260084.0	q13.42	MIR516A1	NR_030220
19	54264386.0	54264476.0	q13.42	MIR516A2	NR_030221
19	54240098.0	54240188.0	q13.42	MIR516B1	NR_030212
19	54228695.0	54228780.0	q13.42	MIR516B2	NR_030207
19	54215521.0	54215608.0	q13.42	MIR517A	NR_030201
19	54224329.0	54224396.0	q13.42	MIR517B	NR_030205
19	54244566.0	54244661.0	q13.42	MIR517C	NR_030214
19	54234259.0	54234344.0	q13.42	MIR518A1	NR_030210
19	54242586.0	54242673.0	q13.42	MIR518A2	NR_030213
19	54205990.0	54206073.0	q13.42	MIR518B	NR_030196
19	54211988.0	54212089.0	q13.42	MIR518C	NR_030199
19	54238130.0	54238217.0	q13.42	MIR518D	NR_030211
19	54233091.0	54233179.0	q13.42	MIR518E	NR_030209
19	54203268.0	54203355.0	q13.42	MIR518F	NR_030194
19	35836415.0	35836530.0	q13.12	MIR5196	NR_049828
19	54255650.0	54255735.0	q13.42	MIR519A1	NR_030218
19	54265597.0	54265684.0	q13.42	MIR519A2	NR_030222
19	54198466.0	54198547.0	q13.42	MIR519B	NR_030191
19	54189722.0	54189809.0	q13.42	MIR519C	NR_030188
19	54216600.0	54216688.0	q13.42	MIR519D	NR_030202
19	54183193.0	54183277.0	q13.42	MIR519E	NR_030185
19	54194134.0	54194219.0	q13.42	MIR520A	NR_030189
19	54204480.0	54204541.0	q13.42	MIR520B	NR_030195
19	54210706.0	54210793.0	q13.42	MIR520C	NR_030198
19	54223349.0	54223436.0	q13.42	MIR520D	NR_030204
19	54178964.0	54179051.0	q13.42	MIR520E	NR_030183
19	54185412.0	54185499.0	q13.42	MIR520F	NR_030186
19	54225419.0	54225509.0	q13.42	MIR520G	NR_030206
19	54245765.0	54245853.0	q13.42	MIR520H	NR_030215
19	54251889.0	54251976.0	q13.42	MIR521-1	NR_030216
19	54219847.0	54219934.0	q13.42	MIR521-2	NR_030203
19	54254464.0	54254551.0	q13.42	MIR522	NR_030217
19	54201638.0	54201725.0	q13.42	MIR523	NR_030193
19	54214255.0	54214342.0	q13.42	MIR524	NR_030200
19	54200786.0	54200871.0	q13.42	MIR525	NR_030192
19	54209505.0	54209590.0	q13.42	MIR526A1	NR_030197
19	54230175.0	54230240.0	q13.42	MIR526A2	NR_030208
19	54197646.0	54197729.0	q13.42	MIR526B	NR_030190
19	54257271.0	54257356.0	q13.42	MIR527	NR_030219
19	45939911.0	45939962.0	q13.32	MIR6088	NR_106736
19	40788449.0	40788548.0	q13.2	MIR641	NR_030371
19	46178185.0	46178282.0	q13.32	MIR642A	NR_030372
19	46178189.0	46178266.0	q13.32	MIR642B	NR_037512
19	52785049.0	52785143.0	q13.41	MIR643	NR_030373
19	40320355.0	40320442.0	q13.2	MIR6719	NR_106777
19	40875752.0	40875814.0	q13.2	MIR6796	NR_106854
19	42373696.0	42373768.0	q13.2	MIR6797	NR_106855
19	49513162.0	49513229.0	q13.33	MIR6798	NR_106856
19	50295122.0	50295191.0	q13.33	MIR6799	NR_106857
19	50335274.0	50335356.0	q13.33	MIR6800	NR_106858
19	52725272.0	52725351.0	q13.41	MIR6801	NR_106859
19	55751279.0	55751344.0	q13.42	MIR6802	NR_106860
19	55756553.0	55756618.0	q13.42	MIR6803	NR_106861
19	55742252.0	55742320.0	q13.42	MIR6804	NR_106862
19	55899548.0	55899610.0	q13.42	MIR6805	NR_106863
19	58846053.0	58846117.0	q13.43	MIR6806	NR_106864
19	35613603.0	35613668.0	q13.12	MIR6887	NR_106947
19	46522189.0	46522307.0	q13.32	MIR769	NR_030412
19	55634592.0	55634660.0	q13.42	MIR7975	NR_107015
19	55156759.0	55156834.0	q13.42	MIR8061	NR_107028
19	51710184.0	51710265.0	q13.41	MIR8074	NR_107041
19	42855282.0	42855357.0	q13.2	MIR8077	NR_107044
19	45261913.0	45261978.0	q13.32	MIR8085	NR_107052
19	54485560.0	54485651.0	q13.42	MIR935	NR_030632
19	52195864.0	52195934.0	q13.41	MIR99B	NR_029843
19	52196038.0	52196117.0	q13.41	MIRLET7E	NR_029482
19	39421347.0	39423659.0	q13.2	MRPS12	NM_033362
19	54368837.0	54379689.0	q13.42	MYADM	NM_001290193
19	50936159.0	50969583.0	q13.33	MYBPC2	NM_004533
19	50706884.0	50813801.0	q13.33	MYH14	NM_001145809
19	46393280.0	46405862.0	q13.32	MYPOP	NM_001012643
19	46416472.0	46418036.0	q13.32	NANOS2	NM_001029861
19	47990890.0	48018515.0	q13.33	NAPA	NR_038456
19	47987538.0	48004854.0	q13.32	NAPA-AS1	NR_038452
19	50861728.0	50869087.0	q13.33	NAPSA	NM_004851
19	50837056.0	50848005.0	q13.33	NAPSB	NR_002798
19	55996556.0	55998935.0	q13.42	NAT14	NM_020378
19	39687603.0	39692522.0	q13.2	NCCRP1	NM_001001414
19	55417507.0	55424439.0	q13.42	NCR1	NM_004829
19	54606159.0	54610281.0	q13.42	NDUFA3	NM_004542
19	45349392.0	45392485.0	q13.32	NECTIN2	NM_001042724
19	39390339.0	39399534.0	q13.2	NFKBIB	NM_001243116
19	36378853.0	36391564.0	q13.12	NFKBID	NM_139239
19	51874873.0	51875960.0	q13.41	NKG7	NM_005601
19	45653007.0	45663408.0	q13.32	NKPD1	NM_198478
19	56296762.0	56348128.0	q13.43	NLRP11	NM_145007
19	54296854.0	54327657.0	q13.42	NLRP12	NM_001277126
19	56403057.0	56443702.0	q13.43	NLRP13	NM_001321057
19	55476646.0	55512510.0	q13.42	NLRP2	NM_001174081
19	56347943.0	56393220.0	q13.43	NLRP4	NM_134444
19	56511091.0	56573174.0	q13.43	NLRP5	NM_153447
19	55434876.0	55458873.0	q13.42	NLRP7	NM_001127255
19	56459197.0	56499995.0	q13.43	NLRP8	NM_001317000
19	56219797.0	56249768.0	q13.42	NLRP9	NM_176820
19	48248792.0	48260323.0	q13.33	NOP53	NM_015710
19	48260292.0	48272097.0	q13.33	NOP53-AS1	NR_132382
19	50058724.0	50083829.0	q13.33	NOSIP	NM_015953
19	46436991.0	46476657.0	q13.32	NOVA2	NM_002516
19	47523100.0	47549033.0	q13.32	NPAS1	NM_002517
19	36316273.0	36342895.0	q13.12	NPHS1	NM_004646
19	50879679.0	50886285.0	q13.33	NR1H2	NM_007121
19	49564396.0	49567124.0	q13.33	NTF4	NM_006179
19	49164663.0	49176338.0	q13.33	NTN5	NM_145807
19	49403306.0	49426540.0	q13.33	NUCB1	NM_006184
19	49414186.0	49422148.0	q13.33	NUCB1-AS1	NR_046633
19	33182866.0	33204702.0	q13.11	NUDT19	NM_001105570
19	41171811.0	41196563.0	q13.2	NUMBL	NM_001289979
19	50410083.0	50432988.0	q13.33	NUP62	NM_016553
19	46031024.0	46088122.0	q13.32	OPA3	NM_001017989
19	54597932.0	54605994.0	q13.42	OSCAR	NM_133168
19	36602104.0	36604613.0	q13.12	OVOL3	NM_001302757
19	39876269.0	39881835.0	q13.2	PAF1	NM_001256826
19	42801184.0	42806952.0	q13.2	PAFAH1B3	NM_001145940
19	39616419.0	39670046.0	q13.2	PAK4	NM_005884
19	41960074.0	42006559.0	q13.2	PCAT19	NR_040109
19	34895302.0	34917072.0	q13.11	PDCD2L	NM_001353433
19	33072093.0	33078358.0	q13.11	PDCD5	NM_004708
19	57321444.0	57352094.0	q13.43	PEG3	NM_001146184
19	57323847.0	57325161.0	q13.43	PEG3-AS1	NR_023847
19	33877854.0	34012799.0	q13.11	PEPD	NM_000285
19	46522411.0	46526556.0	q13.32	PGLYRP1	NM_005091
19	43979254.0	44008985.0	q13.31	PHLDB3	NM_198850
19	49949549.0	49955115.0	q13.33	PIH1D1	NM_017916
19	44080951.0	44086256.0	q13.31	PINLYP	NM_001193621
19	48551099.0	48614109.0	q13.33	PLA2G4C	NM_001159323
19	48564627.0	48568202.0	q13.33	PLA2G4C-AS1	NR_132363
19	44150246.0	44174498.0	q13.31	PLAUR	NM_001005376
19	40854331.0	40884397.0	q13.2	PLD3	NM_012268
19	49340353.0	49371884.0	q13.33	PLEKHA4	NM_001161354
19	30156326.0	30166383.0	q12	PLEKHF1	NM_024310
19	39903749.0	39919055.0	q13.2	PLEKHG2	NM_022835
19	50364459.0	50370822.0	q13.33	PNKP	NM_007254
19	46969747.0	46974820.0	q13.32	PNMA8A	NM_018215
19	46994447.0	46999169.0	q13.32	PNMA8B	NM_020709
19	50887579.0	50921275.0	q13.33	POLD1	NM_002691
19	36604610.0	36606206.0	q13.12	POLR2I	NM_006233
19	30097169.0	30108162.0	q12	POP4	NR_027368
19	42590261.0	42636625.0	q13.2	POU2F2	NM_001207025
19	49622645.0	49654287.0	q13.33	PPFIA3	NR_103842
19	46001730.0	46005764.0	q13.32	PPM1N	NM_001080401
19	55602280.0	55628968.0	q13.42	PPP1R12C	NM_017607
19	45882891.0	45909607.0	q13.32	PPP1R13L	NM_001142502
19	38741876.0	38747231.0	q13.2	PPP1R14A	NM_001243947
19	49375648.0	49379319.0	q13.33	PPP1R15A	NM_014330
19	45596430.0	45650543.0	q13.32	PPP1R37	NM_019121
19	52693054.0	52729678.0	q13.41	PPP2R1A	NR_033500
19	46850250.0	46894232.0	q13.32	PPP5C	NM_001204284
19	46984044.0	47104457.0	q13.32	PPP5D1	NM_001205281
19	55741146.0	55770038.0	q13.42	PPP6R1	NM_014931
19	43853207.0	43853700.0	q13.31	PRG1	NR_026881
19	54385437.0	54410901.0	q13.42	PRKCG	NM_001316329
19	47177572.0	47220384.0	q13.32	PRKD2	NM_016457
19	50180408.0	50191707.0	q13.33	PRMT1	NM_001207042
19	36290891.0	36304201.0	q13.12	PRODH2	NM_021232
19	36249043.0	36260077.0	q13.12	PROSER3	NM_001039887
19	54618789.0	54635150.0	q13.42	PRPF31	NM_015629
19	50094899.0	50129696.0	q13.33	PRR12	NM_020719
19	42806283.0	42814973.0	q13.2	PRR19	NM_199285
19	50084586.0	50094265.0	q13.33	PRRG2	NM_000951
19	40899670.0	40919271.0	q13.2	PRX	NM_020956
19	36236477.0	36238420.0	q13.12	PSENEN	NM_001281532
19	43370612.0	43383974.0	q13.2	PSG1	NM_001330524
19	43341148.0	43359870.0	q13.2	PSG10P	NR_026824
19	43511808.0	43530631.0	q13.31	PSG11	NM_002785
19	43568361.0	43586893.0	q13.31	PSG2	NM_031246
19	43225793.0	43244668.0	q13.2	PSG3	NM_021016
19	43696853.0	43709926.0	q13.31	PSG4	NM_001276495
19	43671894.0	43690688.0	q13.31	PSG5	NM_002781
19	43406233.0	43422076.0	q13.31	PSG6	NM_001031850
19	43428283.0	43441330.0	q13.31	PSG7	NM_002783
19	43256838.0	43269831.0	q13.2	PSG8	NM_001130167
19	43326014.0	43331030.0	q13.2	PSG8-AS1	NR_036584
19	43757433.0	43773715.0	q13.31	PSG9	NM_002784
19	40476911.0	40487671.0	q13.2	PSMC4	NM_153001
19	38865189.0	38874464.0	q13.2	PSMD8	NM_002812
19	47123724.0	47128354.0	q13.32	PTGIR	NM_000960
19	49925670.0	49926698.0	q13.33	PTH2	NM_178449
19	50353991.0	50364001.0	q13.33	PTOV1	NM_001305108
19	50341902.0	50354933.0	q13.33	PTOV1-AS1	NR_040037
19	50359721.0	50362546.0	q13.33	PTOV1-AS2	NR_110730
19	55692614.0	55720874.0	q13.42	PTPRH	NM_002842
19	45147097.0	45169428.0	q13.31	PVR	NM_001135769
19	46195740.0	46207248.0	q13.32	QPCTL	NM_001163377
19	41284123.0	41302849.0	q13.2	RAB4B	NM_016154
19	41284123.0	41314346.0	q13.2	RAB4B-EGLN2	NR_037791
19	42460832.0	42463528.0	q13.2	RABAC1	NM_006423
19	38899697.0	38916945.0	q13.2	RASGRP4	NM_001146207
19	49223841.0	49243970.0	q13.33	RASIP1	NM_017805
19	36119917.0	36128588.0	q13.12	RBM42	NM_024321
19	50030874.0	50046890.0	q13.33	RCN3	NM_020650
19	55555691.0	55580914.0	q13.42	RDH13	NM_138412
19	45504706.0	45541456.0	q13.32	RELB	NM_006509
19	56270506.0	56274541.0	q13.42	RFPL4A	NM_001145014
19	56283170.0	56284545.0	q13.42	RFPL4AL1	NM_001277397
19	33166312.0	33169206.0	q13.11	RGS9BP	NM_207391
19	33469497.0	33555824.0	q13.11	RHPN2	NM_033103
19	39358471.0	39368919.0	q13.2	RINL	NM_198445
19	49990810.0	49995564.0	q13.33	RPL13A	NM_012423
19	49990864.0	49995096.0	q13.33	RPL13AP5	NR_026712
19	49118583.0	49122675.0	q13.33	RPL18	NM_001270490
19	55897299.0	55903451.0	q13.42	RPL28	NM_001136135
19	49999621.0	50002969.0	q13.33	RPS11	NM_001015
19	39923776.0	39926660.0	q13.2	RPS16	NM_001321111
19	42363987.0	42375484.0	q13.2	RPS19	NM_001321485
19	54704725.0	54711515.0	q13.42	RPS9	NM_001321704
19	50138548.0	50143400.0	q13.33	RRAS	NM_006270
19	46298967.0	46318605.0	q13.32	RSPH6A	NM_030785
19	45988545.0	46000313.0	q13.32	RTN2	NM_005619
19	49496704.0	49519252.0	q13.33	RUVBL2	NM_001321191
19	38924339.0	39078204.0	q13.2	RYR1	NM_001042723
19	47634079.0	47713893.0	q13.32	SAE1	NM_005500
19	39833098.0	39875537.0	q13.2	SAMD4B	NM_018028
19	39405903.0	39421536.0	q13.2	SARS2	NM_001145901
19	56041099.0	56048435.0	q13.42	SBK2	NM_001101401
19	56052022.0	56056909.0	q13.42	SBK3	NM_001199824
19	36014268.0	36019253.0	q13.12	SBSN	NM_001166034
19	50145381.0	50161906.0	q13.33	SCAF1	NM_021228
19	35067637.0	35167936.0	q13.11	SCGB1B2P	NR_027620
19	35081529.0	35085490.0	q13.11	SCGB2B2	NM_001025591
19	35136777.0	35136957.0	q13.11	SCGB2B3P	NR_045208
19	35521591.0	35531353.0	q13.12	SCN1B	NM_001037
19	36486089.0	36487220.0	q13.12	SDHAF1	NM_001042631
19	49141295.0	49185502.0	q13.33	SEC1P	NR_004401
19	40005752.0	40011326.0	q13.2	SELENOV	NM_182704
19	48281828.0	48287938.0	q13.33	SELENOW	NM_003009
19	40928408.0	40931932.0	q13.2	SERTAD1	NM_013376
19	40946747.0	40950282.0	q13.2	SERTAD3	NM_203344
19	51162513.0	51223040.0	q13.33	SHANK1	NM_016148
19	55940104.0	55954230.0	q13.42	SHISA7	NM_001145176
19	41082756.0	41097305.0	q13.2	SHKBP1	NM_138392
19	51913274.0	51921057.0	q13.41	SIGLEC10	NM_001171159
19	50452249.0	50464429.0	q13.33	SIGLEC11	NM_001135163
19	51994480.0	52005043.0	q13.41	SIGLEC12	NM_053003
19	52145805.0	52150132.0	q13.41	SIGLEC14	NM_001098612
19	50472856.0	50479076.0	q13.33	SIGLEC16	NR_145574
19	51670584.0	51676780.0	q13.41	SIGLEC17P	NR_047529
19	52114755.0	52133727.0	q13.41	SIGLEC5	NM_003830
19	52021072.0	52035110.0	q13.41	SIGLEC6	NM_001177548
19	51645557.0	51656783.0	q13.41	SIGLEC7	NR_102350
19	51954250.0	51961708.0	q13.41	SIGLEC8	NM_014442
19	51628136.0	51639520.0	q13.41	SIGLEC9	NM_001198558
19	51754331.0	51772582.0	q13.41	SIGLECL1	NR_102324
19	38397860.0	38699012.0	q13.13	SIPA1L3	NM_015073
19	39369194.0	39390502.0	q13.2	SIRT2	NM_001193286
19	46268042.0	46272497.0	q13.32	SIX5	NM_175875
19	49932654.0	49944808.0	q13.33	SLC17A7	NM_020309
19	47278139.0	47291842.0	q13.32	SLC1A5	NM_005628
19	49792891.0	49828474.0	q13.33	SLC6A16	NM_014037
19	33699569.0	33716756.0	q13.11	SLC7A10	NM_019849
19	33321418.0	33360683.0	q13.11	SLC7A9	NM_014270
19	47931278.0	47975307.0	q13.32	SLC8A2	NM_015063
19	44232148.0	44259188.0	q13.31	SMG9	NM_019108
19	57154526.0	57168614.0	q13.43	SMIM17	NM_001193628
19	48421685.0	48421807.0	q13.33	SNAR-A1	NR_004435
19	48427035.0	48427156.0	q13.33	SNAR-A10	NR_024229
19	48427035.0	48427156.0	q13.33	SNAR-A11	NR_024225
19	48410934.0	48411056.0	q13.33	SNAR-A12	NR_004437
19	48410934.0	48411056.0	q13.33	SNAR-A13	NR_024216
19	48427035.0	48427156.0	q13.33	SNAR-A14	NR_024242
19	48421685.0	48421807.0	q13.33	SNAR-A2	NR_004436
19	48427035.0	48427156.0	q13.33	SNAR-A3	NR_024214
19	48427035.0	48427156.0	q13.33	SNAR-A4	NR_024215
19	48427035.0	48427156.0	q13.33	SNAR-A5	NR_024223
19	48427035.0	48427156.0	q13.33	SNAR-A6	NR_024227
19	48427035.0	48427156.0	q13.33	SNAR-A7	NR_024224
19	48427035.0	48427156.0	q13.33	SNAR-A8	NR_024228
19	48427035.0	48427156.0	q13.33	SNAR-A9	NR_024226
19	50637001.0	50637121.0	q13.33	SNAR-B1	NR_024231
19	50637001.0	50637121.0	q13.33	SNAR-B2	NR_024230
19	48416307.0	48416427.0	q13.33	SNAR-C1	NR_024220
19	48416307.0	48416427.0	q13.33	SNAR-C2	NR_024217
19	48453552.0	48453671.0	q13.33	SNAR-C3	NR_024221
19	48442797.0	48442917.0	q13.33	SNAR-C4	NR_024218
19	48416307.0	48416427.0	q13.33	SNAR-C5	NR_024219
19	50643458.0	50643577.0	q13.33	SNAR-D	NR_024243
19	47333841.0	47333961.0	q13.32	SNAR-E	NR_024258
19	51108219.0	51108342.0	q13.33	SNAR-F	NR_004384
19	49540276.0	49540404.0	q13.33	SNAR-G1	NR_004383
19	49534925.0	49535044.0	q13.33	SNAR-G2	NR_024244
19	33099242.0	33099375.0	q13.11	SNORA68B	NR_145718
19	38653735.0	38653789.0	q13.13	SNORD152	NR_145800
19	55913957.0	55914025.0	q13.42	SNORD157	NR_145781
19	39958861.0	39958933.0	q13.2	SNORD175	NR_145805
19	48259109.0	48259219.0	q13.33	SNORD23	NR_003048
19	49993222.0	49993304.0	q13.33	SNORD32A	NR_000021
19	49993873.0	49993956.0	q13.33	SNORD33	NR_000020
19	49994163.0	49994229.0	q13.33	SNORD34	NR_000019
19	49994431.0	49994517.0	q13.33	SNORD35A	NR_000018
19	50000975.0	50001062.0	q13.33	SNORD35B	NR_001285
19	51302695.0	51302792.0	q13.33	SNORD88A	NR_003067
19	51302285.0	51302382.0	q13.33	SNORD88B	NR_003068
19	51305581.0	51305678.0	q13.33	SNORD88C	NR_003069
19	49588396.0	49611870.0	q13.33	SNRNP70	NM_003089
19	41256758.0	41271297.0	q13.2	SNRPA	NM_004596
19	46190711.0	46195574.0	q13.32	SNRPD2	NM_004597
19	49109999.0	49110971.0	q13.33	SPACA4	NM_133498
19	52192686.0	52208443.0	q13.41	SPACA6	NM_001316994
19	52188615.0	52196709.0	q13.41	SPACA6P-AS	NR_108100
19	49122547.0	49133663.0	q13.33	SPHK2	NM_001204158
19	50922194.0	50934309.0	q13.33	SPIB	NM_001243998
19	38755097.0	38783254.0	q13.2	SPINT2	NM_021102
19	38880839.0	38890523.0	q13.2	SPRED3	NM_001042522
19	40973125.0	41082365.0	q13.2	SPTBN4	NM_020971
19	44116252.0	44118650.0	q13.31	SRRM5	NM_001145641
19	55999869.0	56030466.0	q13.42	SSC5D	NM_001144950
19	47222767.0	47249720.0	q13.32	STRN4	NM_013403
19	48373722.0	48389654.0	q13.33	SULT2A1	NM_003167
19	49055428.0	49102684.0	q13.33	SULT2B1	NM_177973
19	39936185.0	39967308.0	q13.2	SUPT5H	NM_001130824
19	39693470.0	39694906.0	q13.2	SYCN	NM_001080468
19	46318699.0	46366548.0	q13.32	SYMPK	NM_004819
19	36494200.0	36499695.0	q13.12	SYNE4	NM_001297735
19	48867650.0	48879634.0	q13.33	SYNGR4	NM_012451
19	51125233.0	51143092.0	q13.33	SYT3	NM_001160328
19	55684468.0	55691720.0	q13.42	SYT5	NM_003180
19	54573200.0	54584634.0	q13.42	TARM1	NM_001135686
19	50380681.0	50392007.0	q13.33	TBC1D17	NM_024682
19	36605887.0	36616849.0	q13.12	TBCB	NM_001281
19	33210678.0	33281714.0	q13.11	TDRD12	NM_001110822
19	49843852.0	49865714.0	q13.33	TEAD2	NM_001256659
19	43892762.0	43922767.0	q13.31	TEX101	NM_031451
19	54610319.0	54619055.0	q13.42	TFPT	NM_013342
19	41836227.0	41859788.0	q13.2	TGFB1	NM_000660
19	36525886.0	36545664.0	q13.12	THAP8	NM_001331104
19	32079094.0	32084687.0	q12	THEG5	NM_001278575
19	39971051.0	39984424.0	q13.2	TIMM50	NM_001329559
19	54663832.0	54676944.0	q13.42	TMC4	NM_001145303
19	48835612.0	48867494.0	q13.33	TMEM143	NM_018273
19	42817476.0	42829214.0	q13.2	TMEM145	NM_173633
19	36036501.0	36038429.0	q13.12	TMEM147	NM_032635
19	36031639.0	36036931.0	q13.12	TMEM147-AS1	NR_038396
19	55824168.0	55836708.0	q13.42	TMEM150B	NM_001085488
19	47549166.0	47551882.0	q13.32	TMEM160	NM_017854
19	55888193.0	55889614.0	q13.42	TMEM190	NM_139172
19	55890611.0	55895627.0	q13.42	TMEM238	NM_001190764
19	55738001.0	55740632.0	q13.42	TMEM86B	NM_173804
19	41869870.0	41889987.0	q13.2	TMEM91	NM_001098825
19	55663135.0	55669100.0	q13.42	TNNI3	NM_000363
19	55644065.0	55660722.0	q13.42	TNNT1	NM_003283
19	45394476.0	45406946.0	q13.32	TOMM40	NM_001128917
19	53935226.0	53947925.0	q13.42	TPM3P9	NR_003148
19	48304499.0	48306861.0	q13.33	TPRX1	NM_198479
19	57874802.0	57876770.0	q13.43	TRAPPC2B	NM_001355204
19	45666185.0	45681501.0	q13.32	TRAPPC6A	NM_001270893
19	49660997.0	49715098.0	q13.33	TRPM4	NM_001321283
19	54694118.0	54698394.0	q13.42	TSEN34	NM_001282333
19	31640775.0	31840431.0	q12	TSHZ3	NR_138036
19	50243010.0	50266515.0	q13.33	TSKS	NM_021733
19	40721964.0	40724306.0	q13.2	TTC9B	NM_152479
19	54926604.0	54947899.0	q13.42	TTYH1	NM_001201461
19	49384221.0	49401996.0	q13.33	TULP2	NM_003323
19	36395302.0	36399211.0	q13.12	TYROBP	NM_198125
19	36233427.0	36236343.0	q13.12	U2AF1L4	NM_144987
19	56165415.0	56186082.0	q13.42	U2AF2	NM_007279
19	34919267.0	34960798.0	q13.11	UBA2	NM_005499
19	58379127.0	58380379.0	q13.43	UBE2CP5	NR_144562
19	55912649.0	55919325.0	q13.42	UBE2S	NM_014501
19	36157417.0	36169387.0	q13.12	UPK1A	NM_001281443
